kanji	jlpt	grade	freq	strokes	learned	ref_sh_kk	on'yomi	KD on'yomi	kun'yomi	KD kun'yomi	meaning	KD meaning
籍	2	8	907	20	842	1198	セキ	セキ			register, membership	enroll, domiciliary register, membership
設	2	5	145	11	843	577	セツ	セツ	もう(ける)	もう･ける	set up, prepare, establish	establishment, provision, prepare
線	2	2	382	15	844	299	セン	セン		すじ	line	line, track
総	2	5	129	14	847	697	ソウ	ソウ		す･べて, すべ･て, ふさ	general, total	general, whole, all, full, total
層	2	6	801	14	849	1367	ソウ	ソウ			layer, stratum	stratum, social class, layer, story, floor
双	2	8	1029	4	850	1594	ソウ	ソウ	ふた	ふた, たぐい, ならぶ, ふたつ	pair, both	pair, set, comparison, counter for pairs
掃	2	8	1255	11	851	1080	ソウ	ソウ, シュ	は(く)	は･く	sweep	sweep, brush
燥	2	8	1819	17	852	1656	ソウ	ソウ		はしゃ･ぐ	dry up, parch	parch, dry up
造	2	5	429	10	853	691	ゾウ	ゾウ	つく(る)	つく･る, つく･り, -づく･り	make, produce, build	create, make, structure, physique
像	2	5	856	14	854	740	ゾウ	ゾウ			image, picture, statue	statue, picture, image, figure, portrait
臓	2	6	991	19	855	1287	ゾウ	ゾウ		はらわた	viscera	entrails, viscera, bowels
憎	2	8	1808	14	856	1365	ゾウ	ゾウ	にく(む), にく(い), にく(らしい), にく(しみ)	にく･む, にく･い, にく･らしい, にく･しみ	hate	hate, detest
則	2	5	753	9	858	608	ソク	ソク		のっと･る, のり, すなわち	rule, law	rule, law, follow, based on, model after
測	2	5	761	12	859	610	ソク	ソク	はか(る)	はか･る	measure	fathom, plan, scheme, measure
底	2	4	867	8	860	562	テイ	テイ	そこ	そこ	bottom	bottom, sole, depth, bottom price, base, kind, sort
損	2	5	807	13	861	350	ソン	ソン	そこ(なう), そこ(ねる)	そこ･なう, そこな･う, -そこ･なう, そこ･ねる, -そこ･ねる	loss, damage	damage, loss, disadvantage, hurt, injure
孫	2	4	1388	10	865	910	ソン	ソン	まご	まご	grandchild	grandchild, descendants
宝	2	6	1139	8	870	296	ホウ	ホウ	たから	たから	treasure	treasure, wealth, valuables
濯	2	8	1698	17	872	1561	タク	タク		すす･ぐ, ゆす･ぐ	wash, rinse	laundry, wash, pour on, rinse
竹	2	1	593	6	873	129	チク	チク	たけ	たけ	bamboo	bamboo
卵	2	6	1342	7	875	1058	ラン	ラン	たまご	たまご	egg	egg, ovum, spawn, roe
乳	2	6	1289	8	877	939	ニュウ	ニュウ	ちち, ち	ちち, ち	milk, breast	milk, breasts
畜	2	8	1824	10	879	1223	チク	チク			livestock	livestock, domestic fowl and animals
虫	2	1	1351	6	880	873	チュウ	チュウ, キ	むし	むし	insect, bug	insect, bug, temper
柱	2	3	1119	9	881	598	チュウ	チュウ	はしら	はしら	pillar, column, pole	pillar, post, cylinder, support
駐	2	8	955	15	883	599	チュウ	チュウ			stop, reside	stop-over, reside in, resident
貯	2	5	1100	12	884	762	チョ	チョ		た･める, たくわ･える	save, store	savings, store, lay in, keep, wear mustache
庁	2	6	793	5	885	763	チョウ	チョウ, テイ		やくしょ	government office	government office
珍	2	8	1330	9	886	1215	チン	チン	めずら(しい)	めずら･しい, たから	rare	rare, curious, strange
募	2	8	809	12	892	1430	ボ	ボ	つの(る)	つの･る	raise, invite	recruit, campaign, gather (contributions), enlist, grow violent
粒	2	8	1635	11	893	1700	リュウ	リュウ	つぶ	つぶ	grain	grains, drop, counter for tiny particles
停	2	5	733	11	895	1185	テイ	テイ		と･める, と･まる	stop, halt	halt, stopping
泥	2	8	1589	8	897	1621	デイ	デイ, ナイ, デ, ニ	どろ	どろ, なず･む	mud	mud, mire, adhere to, be attached to
殿	2	8	1199	13	899	1130	デン, テン	デン, テン	との, どの	との, -どの	palace, lord	Mr., hall, mansion, palace, temple, lord
塗	2	8	1414	13	903	1073	ト	ト	ぬ(る)	ぬ･る, ぬ･り, まみ･れる	coat, paint	paint, plaster, daub, smear, coating
灯	2	4	1605	6	905	1333	トウ	トウ	ひ	ひ, ほ-, ともしび, とも･す, あかり	lamp, light	lamp, a light, light, counter for lights
党	2	6	39	10	906	495	トウ	トウ		なかま, むら	party, faction	party, faction, clique
筒	2	8	1631	12	910	1472	トウ	トウ	つつ	つつ	pipe, tube	cylinder, pipe, tube, gun barrel, sleeve
塔	2	8	1708	12	911	1840	トウ	トウ			tower	pagoda, tower, steeple
童	2	3	1138	12	912	410	ドウ	ドウ	わらべ	わらべ	child	juvenile, child
銅	2	5	1505	14	913	1605	ドウ	ドウ		あかがね	copper	copper
導	2	5	354	15	914	703	ドウ	ドウ	みちび(く)	みちび･く	lead, guide	guidance, leading, conduct, usher
溶	2	8	1364	13	915	1392	ヨウ	ヨウ	と(く), と(ける), と(かす)	と･ける, と･かす, と･く	melt, dissolve	melt, dissolve, thaw
毒	2	5	1419	8	916	522	ドク	ドク			poison	poison, virus, venom, germ, harm, injury, spite
届	2	6	939	8	918	992		カイ	とど(く), とど(ける)	とど･ける, -とど･け, とど･く	reach, arrive, deliver	deliver, reach, arrive, report, notify, forward
鈍	2	8	1574	12	920	966	ドン	ドン	にぶ(い), にぶ(る)	にぶ･い, にぶ･る, にぶ-, なま･る, なまく･ら	dull, blunt, sluggish	dull, slow, foolish, blunt
無	2	4	274	12	921	93	ム, ブ	ム, ブ	な(い)	な･い	without, nothing	nothingness, none, ain't, nothing, nil, not
波	2	3	740	8	924	666	ハ	ハ	なみ	なみ	wave	waves, billows, Poland
並	2	6	599	8	925	1165	ヘイ	ヘイ, ホウ	なみ, なら(ぶ), なら(べる), なら(び に)	な･み, なみ, なら･べる, なら･ぶ, なら･びに	line up, arrange, average	row, and, besides, as well as, line up, rank with, rival, equal
涙	2	8	1381	10	926	1239	ルイ	ルイ, レイ	なみだ	なみだ	tears	tears, sympathy
悩	2	8	1084	10	927	1279	ノウ	ノウ	なや(む), なや(ます)	なや･む, なや･ます, なや･ましい, なやみ	suffer, worry	trouble, worry, in pain, distress, illness
軟	2	8	1269	11	928	1788	ナン	ナン	やわ(らか), やわ(らかい)	やわ･らか, やわ･らかい	soft	soft
布	2	5	877	5	932	675	フ	フ, ホ		ぬの, し･く, きれ	cloth	linen, cloth, spread, distribute
燃	2	5	948	16	935	652	ネン	ネン	も(える), も(やす), も(す)	も･える, も･やす, も･す	burn	burn, blaze, glow
農	2	3	385	13	936	369	ノウ	ノウ			farming, agriculture	agriculture, farmers
倍	2	3	714	10	939	87	バイ	バイ			times, double	double, twice, times, fold
麦	2	2	1615	7	940	270	バク	バク	むぎ	むぎ	wheat, barley	barley, wheat
爆	2	8	735	19	941	1015	バク	バク		は･ぜる	explode	bomb, burst open, pop, split
畑	2	3	1176	9	943	36			はた, はたけ	はた, はたけ, -ばたけ	field, farm	farm, field, garden, one's specialty, (kokuji)
肌	2	8	1559	6	944	1306		キ	はだ	はだ	skin, temperament	texture, skin, body, grain
鼻	2	3	1632	14	945	813	ビ	ビ	はな	はな	nose	nose, snout
幅	2	8	641	12	947	1380	フク	フク	はば	はば	width, breadth	hanging scroll, width
林	2	1	656	8	948	127	リン	リン	はやし	はやし	woods, grove	grove, forest
版	2	5	802	8	951	1046	ハン	ハン			printing, edition	printing block, printing plate, edition, impression, label
販	2	8	627	11	952	1048	ハン	ハン			sell	marketing, sell, trade
匹	2	8	1384	4	955	1500	ヒツ	ヒツ	ひき	ひき	equal, comparable, (counter for small animals)	equal, head, counter for small animals, roll of cloth
筆	2	3	1132	12	956	130	ヒツ	ヒツ	ふで	ふで	brush, writing	writing brush, writing, painting brush, handwriting
兵	2	4	522	7	957	784	ヘイ, ヒョウ	ヘイ, ヒョウ		つわもの	soldier	soldier, private, troops, army, warfare, strategy, tactics
秒	2	3	1015	9	958	1152	ビョウ	ビョウ			second	second (1/60 minute)
瓶	2	8	1528	11	960	1161	ビン	ビン		かめ, へい	bottle, jar	bottle, vial, jar, jug, vat, urn
府	2	4	170	8	961	504	フ	フ			prefecture, government office	borough, urban prefecture, govt office, representative body, storehouse
符	2	8	1798	11	963	505	フ	フ			sign, mark, charm	token, sign, mark, tally, charm
普	2	8	757	12	964	1166	フ	フ		あまね･く, あまねし	general, universal	universal, wide(ly), generally, Prussia
膚	2	8	1679	15	965	1269	フ	フ		はだ	skin	skin, body, grain, texture, disposition
武	2	5	387	8	966	1031	ブ, ム	ブ, ム		たけ, たけ･し	military	warrior, military, chivalry, arms
封	2	8	1143	9	968	1463	フウ, ホウ	フウ, ホウ			seal	seal, closing
副	2	4	360	11	970	714	フク	フク			secondary, duplicate	vice-, assistant, aide, duplicate, copy
復	2	5	438	12	971	917	フク	フク		また	return, restore	restore, return to, revert, resume
複	2	5	915	14	972	916	フク	フク			compound, double	duplicate, double, compound, multiple
防	2	5	331	7	973	513	ボウ	ボウ	ふせ(ぐ)	ふせ･ぐ	prevent, protect	ward off, defend, protect, resist
沸	2	8	1709	8	974	1792	フツ	フツ	わ(く), わ(かす)	わ･く, わ･かす	boil, seethe	seethe, boil, ferment, uproar, breed
仏	2	5	819	4	975	583	ブツ	ブツ, フツ	ほとけ	ほとけ	Buddha, France	Buddha, the dead, France
豊	2	5	762	13	977	959	ホウ	ホウ, ブ	ゆた(か)	ゆた･か, とよ	rich, abundant	bountiful, excellent, rich
貿	2	5	652	12	978	760	ボウ	ボウ			trade	trade, exchange
棒	2	6	1455	12	979	1543	ボウ	ボウ			stick, pole, rod	rod, stick, cane, pole, club, line
坊	2	8	1832	7	980	1858	ボウ, ボツ	ボウ, ボッ			boy, priest	boy, priest's residence, priest
帽	2	8	1742	12	981	1105	ボウ	ボウ, モウ		ずきん, おお･う	hat, cap	cap, headgear
磨	2	8	1608	16	982	1531	マ	マ	みが(く)	みが･く, す･る	polish, brush	grind, polish, scour, improve, brush (teeth)
枚	2	6	911	8	983	1156	マイ	マイ, バイ			(counter for thin, flat objects)	sheet of..., counter for flat thin objects or sheets
乱	2	6	755	7	986	689	ラン	ラン, ロン	みだ(れる), みだ(す)	みだ･れる, みだ･る, みだ･す, みだ, おさ･める, わた･る	rebellion, disorder	riot, war, disorder, disturb
綿	2	5	1495	14	989	1191	メン	メン	わた	わた	cotton	cotton
輸	2	5	371	16	992	546	ユ	ユ, シュ			transport	transport, send, be inferior
翌	2	6	1070	11	996	592	ヨク	ヨク			next, following	the following, next
略	2	5	774	11	997	841	リャク	リャク		ほぼ, はぶ･く, おか･す, おさ･める, はかりごと, はか･る	abbreviation, omission	abbreviation, omission, outline, shorten, capture, plunder
陸	2	4	736	11	998	647	リク	リク, ロク		おか	land	land, six
律	2	6	992	9	999	667	リツ, リチ	リツ, リチ, レツ			law, regulation, rhythm	rhythm, law, regulation, gauge, control
領	2	5	138	14	1000	834	リョウ	リョウ		えり	territory, rule	jurisdiction, dominion, territory, fief, reign
了	2	8	792	2	1001	941	リョウ	リョウ			finish, understand	complete, finish
療	2	8	600	17	1002	1322	リョウ	リョウ			treat, cure	heal, cure
輪	2	4	693	15	1003	1164	リン	リン	わ	わ	wheel, ring, circle	wheel, ring, circle, link, loop, counter for wheels and flowers
令	2	4	804	5	1004	831	レイ	レイ			order, command	orders, laws, command, decree, good
零	2	8	1217	13	1005	1823	レイ	レイ		ぜろ, こぼ･す, こぼ･れる	zero	zero, spill, overflow, nothing, cipher
齢	2	8	770	17	1006	833	レイ	レイ		よわい, とし	age	age
歴	2	5	632	14	1007	480	レキ	レキ, レッキ			continuation, passage of time	curriculum, continuation, passage of time
録	2	4	546	16	1009	538	ロク	ロク		しる･す, と･る	record	record
湾	2	8	545	12	1011	670	ワン	ワン		いりえ	bay	gulf, bay, inlet
団	2	5	213	6	1013	491	ダン, トン	ダン, トン		かたまり, まる･い	group, association	group, association
舟	2	8	1786	6	1014	1094	シュウ	シュウ	ふね, ふな	ふね, ふな-, -ぶね	ship, boat	boat, ship
雲	2	2	1256	12	1015	636	ウン	ウン	くも	くも, -ぐも	cloud	cloud
巨	2	8	892	5	1016	1293	キョ	キョ			big, gigantic	gigantic, big, large, great
漁	2	4	1094	14	1035	699	ギョ, リョウ	ギョ, リョウ	あさ(る)	あさ･る	fishing	fishing, fishery
暑	1	3	1442	12	264	638	ショ	ショ	あつ(い)	あつ･い	hot	sultry, hot, summer heat
葬	1	8	754	12	278	812	ベン, ビン	ソウ	たよ(り)	ほうむ･る	convenience, mail	interment, bury, shelve
暖	1	6	1371	13	292	635	ダン	ダン, ノン	あたた(かい), あたた(める), あたた(まる)	あたた･か, あたた･かい, あたた･まる, あたた･める	warm	warmth
器	1	4	525	15	367	527	キ	キ	うつわ	うつわ	container, capacity	utensil, vessel, receptacle, implement, instrument, ability, container, tool, set
誘	1	8	993	14	426	1684	コウ, キョウ	ユウ	か, かお(り), かお(る)	さそ･う, いざな･う	fragrance, aroma	entice, lead, tempt, invite, ask, call for, seduce, allure
堅	1	8	1049	12	473	1289	ケン	ケン	かた(い)	かた･い, -がた･い	hard, solid, firm	strict, hard, solid, tough, tight, reliable
節	1	4	934	13	509	464	セツ, セチ	セツ, セチ	ふし	ふし, -ぶし, のっと	time, season, paragraph	node, season, period, occasion, verse, clause, stanza, honor, joint, knuckle, knob, knot, tune, melody
授	1	5	535	11	549	602	ジュ	ジュ	さず(ける), さず(かる)	さず･ける, さず･かる	grant, teach	impart, instruct, grant, confer
級	1	3	785	9	565	568	キュウ	キュウ			grade, class	class, rank, grade
泣	1	4	1380	8	568	1236	キュウ	キュウ	な(く)	な･く	cry	cry, weep, moan
救	1	5	799	11	569	725	キュウ	キュウ	すく(う)	すく･う	rescue, save	salvation, save, help, rescue, reclaim
結	1	4	162	12	573	485	ケツ	ケツ, ケチ	むす(ぶ), ゆ(う), ゆ(わう)	むす･ぶ, ゆ･う, ゆ･わえる	tie, bind, conclude	tie, bind, contract, join, organize, do up hair, fasten
狭	1	8	1346	9	592	1353	キョウ	キョウ, コウ	せま(い), せば(まる), せば(める)	せま･い, せば･める, せば･まる, さ	narrow, small	cramped, narrow, contract, tight
検	1	5	290	12	633	531	ケン	ケン		しら･べる	inspect, examine	examination, investigate
描	1	8	876	11	652	1469	ビョウ	ビョウ	ねこ	えが･く, か･く	cat	sketch, compose, write, draw, paint
派	1	6	164	9	657	912	ハ	ハ			group, faction, sect	faction, group, party, clique, sect, school
誕	1	6	1024	15	658	1116	タン	タン			birth	nativity, be born, declension, lie, be arbitrary
就	1	6	624	12	682	934	シュウ, ジュ	シュウ, ジュ	つ(く), つ(ける)	つ･く, つ･ける	engage, employ	concerning, settle, take position, depart, study, per
攻	1	8	532	7	687	819	コウ	コウ	せ(める)	せ･める	attack, assault	aggression, attack, criticize, polish
惑	1	8	777	12	722	969	ワク	ワク	まど(う)	まど･う	perplex, tempt	beguile, delusion, perplexity
句	1	5	1244	5	723	337	ク	ク			phrase, verse	phrase, clause, sentence, passage, paragraph, counter for haiku
環	1	8	409	17	748	865	カン	カン	わ	わ	ring, surround	ring, circle, link, wheel
災	1	5	976	7	751	1335	サイ	サイ	わざわ(い)	わざわ･い	misfortune, disaster	disaster, calamity, woe, curse, evil
健	1	4	572	11	784	893	ケン	ケン	すこ(やか)	すこ･やか	health, strength	healthy, health, strength, persistence
康	1	4	760	11	785	894	コウ	コウ			peace, ease	ease, peace
驚	1	8	1141	22	789	1778	キョウ	キョウ	おどろ(く), おどろ(かす)	おどろ･く, おどろ･かす	surprise, amaze	wonder, be surprised, frightened, amazed
輩	1	8	1365	15	792	1037	ハイ	ハイ		-ばら, やから, やかい, ともがら	fellow, colleague	comrade, fellow, people, companions
謝	1	5	1028	17	796	901	シャ	シャ	あやま(る)	あやま･る	apologize, thank	apologize, thank, refuse
功	1	4	857	5	813	818	コウ, ク	コウ, ク		いさお	merits, success	achievement, merits, success, honor, credit
統	1	5	125	12	821	830	トウ	トウ	す(べる)	す･べる, ほび･る	govern, link	overall, relationship, ruling, governing
激	1	6	560	16	829	1017	ゲキ	ゲキ	はげ(しい)	はげ･しい	violent, fierce, intense	violent, get excited, enraged, chafe, incite
製	1	5	488	14	836	428	セイ	セイ			make, produce, manufacture	made in..., manufacture
率	1	5	383	11	862	788	ソツ, リツ	ソツ, リツ, シュツ	ひき(いる)	ひき･いる	rate, proportion, lead	ratio, rate, proportion, %, factor, lead, spearhead, command
第	1	3	160	11	867	404	ダイ	ダイ, テイ			#, rank	No., residence
宙	1	6	1005	8	882	991	チュウ	チュウ			midair, space	mid-air, air, space, sky, memorization, interval of time
独	1	5	365	9	917	219	ドク	ドク, トク	ひと(り)	ひと･り	alone, Germany	single, alone, spontaneously, Germany
汽	1	2	2020	7	1017	135	キ	キ			steam	vapor, steam
弓	1	2	1802	3	1018	212	キュウ	キュウ	ゆみ	ゆみ	bow	bow, bow (archery, violin)
矢	1	2	1294	5	1019	213	シ	シ	や	や	arrow	dart, arrow
刀	1	2	1794	2	1020	37	トウ	トウ	かたな	かたな, そり	sword, knife	sword, saber, knife
里	1	2	1096	7	1021	142	リ	リ	さと	さと	village, parents' house	ri, village, parent's home, league
宮	1	3	367	10	1022	721	キュウ, グウ, ク	キュウ, グウ, ク, クウ	みや	みや	shrine, palace	Shinto shrine, constellations, palace, princess
昭	1	3	697	9	1023	997	ショウ	ショウ			bright, shine, clear	shining, bright
整	1	3	478	16	1024	503	セイ	セイ	ととの(える), ととの(う)	ととの･える, ととの･う	arrange, prepare	organize, arranging, tune, tone, meter, key (music)
豆	1	3	1422	7	1025	958	トウ, ズ	トウ, ズ	まめ	まめ, まめ-	bean, pea	beans, pea, midget
帳	1	3	1459	11	1026	1107	チョウ	チョウ		とばり	notebook	notebook, account book, album, curtain, veil, net, tent
笛	1	3	1928	11	1027	1471	テキ	テキ	ふえ	ふえ	flute, whistle	flute, clarinet, pipe, whistle, bagpipe, piccolo
丁	1	3	1312	2	1028	184	チョウ, テイ	チョウ, テイ, チン, トウ, チ		ひのと	even number, (quantifier)	street, ward, town, counter for guns, tools, leaves or cakes of something, even number, 4th calendar sign
案	1	4	206	10	1029	106	アン	アン		つくえ	idea, plan, proposal	plan, suggestion, draft, ponder, fear, proposition, idea, expectation, worry, table, bench
街	1	4	891	12	1030	186	ガイ, カイ	ガイ, カイ	まち	まち	town, street	boulevard, street, town
芽	1	4	1691	8	1031	1455	ガ	ガ	め	め	bud, sprout, germ	bud, sprout, spear, germ
径	1	4	1435	8	1032	1475	ケイ	ケイ		みち, こみち, さしわたし, ただちに	path, diameter	diameter, path, method
郡	1	4	965	10	1033	193	グン	グン		こおり	county, district	county, district
挙	1	4	257	10	1034	801	キョ	キョ	あ(げる), あ(がる)	あ･げる, あ･がる, こぞ･る	arrest, enumerate	raise, plan, project, behavior, actions
紀	1	5	780	9	1036	372	キ	キ			narrative, history, period	chronicle, account, narrative, history, annals, geologic period
旗	1	4	1190	14	1037	1006	キ	キ	はた	はた	flag, banner	national flag, banner, standard
士	1	5	526	3	1038	572	シ	シ		さむらい	gentleman, samurai	gentleman, scholar, samurai, samurai radical (no. 33)
司	1	4	759	5	1039	842	シ	シ		つかさど･る	administer, direct, rule	director, official, govt office, rule, administer
唱	1	4	1123	11	1040	1646	ショウ	ショウ	とな(える)	とな･える	chant, recite, advocate	chant, recite, call upon, yell
松	1	4	471	8	1041	696	ショウ	ショウ	まつ	まつ	pine	pine tree
隊	1	4	605	12	1042	795	タイ	タイ			party, squad, unit	regiment, party, company, squad
巣	1	4	1588	11	1043	1538	ソウ	ソウ	す	す, す･くう	nest, hive, den, cobweb	nest, rookery, hive, cobweb, den
倉	1	4	1114	10	1044	1307	ソウ	ソウ	くら	くら	warehouse, storehouse	godown, warehouse, storehouse, cellar, treasury
腸	1	6	1807	13	1045	1270	チョウ	チョウ	はらわた	はらわた, わた	intestines, entrails	intestines, guts, bowels, viscera
典	1	4	1055	8	1046	367	テン	テン, デン		ふみ, のり	law, code, ceremony	code, ceremony, law, rule
牧	1	4	1360	8	1047	731	ボク	ボク	まき	まき	pasture	breed, care for, shepherd, feed, pasture
標	1	4	686	15	1048	923	ヒョウ	ヒョウ		しるべ, しるし	sign, mark	signpost, seal, mark, stamp, imprint, symbol, emblem, trademark, evidence, souvenir, target
票	1	4	489	11	1049	922	ヒョウ	ヒョウ			vote, ballot	ballot, label, ticket, sign
博	1	4	794	12	1050	601	ハク, バク	ハク, バク			extensive, broad	Dr., command, esteem, win acclaim, Ph.D., exposition, fair
養	1	4	888	15	1051	402	ヨウ	ヨウ, リョウ	やしな(う)	やしな･う	rear, foster, develop	foster, bring up, rear, develop, nurture
脈	1	5	1477	10	1052	913	ミャク	ミャク		すじ	pulse, vein, hope	vein, pulse, hope
基	1	5	241	11	1053	450	キ	キ	もと, もとい	もと, もとい	foundation, basis	fundamentals, radical (chem), counter for machines, foundation
眼	1	5	1527	11	1054	848	ガン, ゲン	ガン, ゲン	まなこ	まなこ, め	eye, eyeball	eyeball
幹	1	5	364	13	1055	1189	カン	カン	みき	みき	trunk, main	tree trunk, main part, talent, capability
衛	1	5	400	16	1056	815	エイ	エイ, エ			defend, protect	defense, protection
益	1	5	674	10	1057	716	エキ, ヤク	エキ, ヤク	ま(す)	ま･す	profit, gain, advantage	benefit, gain, profit, advantage
往	1	5	1421	8	1058	918	オウ	オウ		い･く, いにしえ, さき･に, ゆ･く	go, travel	journey, travel, chase away, let go, going, before, formerly
応	1	5	266	7	1059	827	オウ	オウ, ヨウ, -ノウ	こた(える)	あた･る, まさに, こた･える	answer, reply, comply	apply, answer, yes, OK, reply, accept
恩	1	6	1418	10	1060	555	オン	オン			favor, kindness, gratitude	grace, kindness, goodness, favor, mercy, blessing, benefit
仮	1	5	1039	6	1061	1049	カ, ケ	カ, ケ	かり	かり, かり-	temporary, provisional, interim	sham, temporary, interim, assumed (name), informal
価	1	5	250	8	1062	421	カ	カ, ケ	あたい	あたい	price, value	value, price
賀	1	4	1056	12	1063	756	ガ	ガ			congratulations	congratulations, joy
故	1	5	612	9	1064	173	コ	コ	ゆえ	ゆえ, ふる･い, もと	reason, cause, circumstances	happenstance, especially, intentionally, reason, cause, circumstances, the late, therefore, consequently
潔	1	5	1595	15	1065	1241	ケツ	ケツ	いさぎよ(い)	いさぎよ･い	clean, pure, righteous	undefiled, pure, clean, righteous, gallant
興	1	5	734	16	1066	368	キョウ, コウ	コウ, キョウ	おこ(る), おこ(す)	おこ･る, おこ･す	interest, entertain, retrieve	entertain, revive, retrieve, interest, pleasure
飼	1	5	1392	13	1067	1762	シ	シ	か(う)	か･う	raise, keep, feed	domesticate, raise, keep, feed
酸	1	5	1218	14	1068	516	サン	サン	す(い)	す･い	acid, sour	acid, bitterness, sour, tart
桜	1	5	1237	10	1069	928	オウ	オウ, ヨウ	さくら	さくら	cherry tree	cherry
護	1	5	351	20	1070	1312	ゴ	ゴ	まも(る)	まも･る	defend, protect	safeguard, protect
条	1	5	363	7	1071	564	ジョウ	ジョウ, チョウ, デキ		えだ, すじ	article, clause, streak	article, clause, counter for articles, clauses, paragraphs, etc., twig, item, stripe, streak
織	1	5	608	18	1072	680	シキ, ショク	ショク, シキ	お(る)	お･る, お･り, おり, -おり, -お･り	weave, fabric	weave, fabric
序	1	5	1160	7	1073	770	ジョ	ジョ	つい(で)	つい･で, ついで	beginning, preface, order	preface, beginning, order, precedence, occasion, chance, incidentally
証	1	5	306	12	1074	484	ショウ	ショウ	あかし	あかし	proof, evidence, certificate	evidence, proof, certificate
修	1	5	603	10	1075	945	シュウ, シュ	シュウ, シュ	おさ(める), おさ(まる)	おさ･める, おさ･まる	study, master, discipline	discipline, conduct oneself well, study, master
舎	1	5	1170	8	1076	791	シャ	シャ, セキ		やど･る	house, hut	cottage, inn, hut, house, mansion
態	1	5	353	14	1077	387	タイ	タイ	わざ(と)	わざ･と	condition, appearance	attitude, condition, figure, appearance, voice (of verbs)
属	1	5	912	12	1078	1637	ゾク	ゾク, ショク		さかん, つく, やから	genus, belong	belong, genus, subordinate official, affiliated
素	1	5	660	10	1079	271	ソ, ス	ソ, ス		もと	element, naked	elementary, principle, naked, uncovered
厳	1	6	638	17	1080	822	ゲン, ゴン	ゲン, ゴン	きび(しい), おごそ(か)	おごそ･か, きび･しい, いか･めしい, いつくし	strict, severe, solemn	stern, strictness, severity, rigidity
舌	1	6	1830	6	1081	1259	ゼツ	ゼツ	した	した	tongue	tongue, reed, clapper
銭	1	6	1008	14	1082	648	セン	セン, ゼン	ぜに	ぜに, すき	money	coin, .01 yen, money
徳	1	4	1091	14	1083	1038	トク	トク			virtue, benevolence	benevolence, virtue, goodness, commanding respect
張	1	5	403	11	1084	1106	チョウ	チョウ	は(る)	は･る, -は･り, -ば･り	stretch, spread	lengthen, counter for bows & stringed instruments, stretch, spread, put up (tent)
提	1	5	254	12	1085	628	テイ	テイ, チョウ, ダイ	さ(げる)	さ･げる	carry, propose	propose, take along, carry in hand
敵	1	6	1205	15	1086	416	テキ	テキ	かたき	かたき, あだ, かな･う	enemy, foe, opponent	enemy, foe, opponent
墓	1	5	1337	13	1087	1429	ボ	ボ	はか	はか	grave, tomb	grave, tomb
弁	1	5	619	5	1088	711	ベン	ベン, ヘン		かんむり, わきま･える, わ･ける, はなびら, あらそ･う	dialect, discrimination, petal, valve	valve, petal, braid, speech, dialect, discrimination, dispose of, distinguish, conical cap
保	1	5	146	9	1089	489	ホ	ホ, ホウ	たも(つ)	たも･つ	keep, preserve, maintain	protect, guarantee, keep, preserve, sustain, support
肥	1	5	1469	8	1090	1723	ヒ	ヒ	こえ, こ(える), こ(やす), こ(やし)	こ･える, こえ, こ･やす, こ･やし, ふと･る	fertile, manure	fertilizer, get fat, fertile, manure, pamper
俵	1	6	1481	10	1091	1890	ヒョウ	ヒョウ	たわら	たわら	bag, sack, bale	bag, bale, sack, counter for bags
評	1	5	454	12	1092	1028	ヒョウ	ヒョウ			comment, criticism	evaluate, criticism, comment
遺	1	6	647	15	1093	1172	イ, ユイ	イ, ユイ		のこ･す	bequeath, leave behind	bequeath, leave behind, reserve
株	1	6	432	10	1094	741		シュ	かぶ	かぶ	share, stock, stump	stocks, stump, shares, stock, counter for small plants
看	1	6	1060	9	1095	1316	カン	カン		み･る	see, watch over	watch over, see
拡	1	6	611	8	1096	1113	カク	カク, コウ	ひろ(げる)	ひろ･がる, ひろ･げる, ひろ･める	expand, extend, enlarge	broaden, extend, expand, enlarge
閣	1	6	444	14	1097	837	カク	カク			tower, palace, cabinet	tower, tall building, palace
沿	1	6	1121	8	1098	1607	エン	エン	そ(う)	そ･う, -ぞ･い	lie along, run parallel	run alongside, follow along, run along, lie along
我	1	6	829	7	1099	1302	ガ	ガ	われ, わ	われ, わ, わ･が-, わが-	I, self, ego	ego, I, selfish, our, oneself
己	1	6	1098	3	1100	370	コ, キ	コ, キ	おのれ	おのれ, つちのと, な	self	self
系	1	6	567	7	1101	908	ケイ	ケイ			system, lineage	lineage, system
穴	1	6	1366	5	1102	899	ケツ	ケツ	あな	あな	hole, slit, cave	hole, aperture, slit, cave, den
憲	1	6	551	16	1103	521	ケン	ケン			law, constitution	constitution, law
絹	1	6	1916	13	1104	1261	ケン	ケン	きぬ	きぬ	silk	silk
源	1	6	738	13	1105	580	ゲン	ゲン	みなもと	みなもと	source, origin	source, origin
筋	1	6	744	12	1106	1090	キン	キン	すじ	すじ	muscle, fiber, logic, plot	muscle, sinew, tendon, fiber, plot, plan, descent
郷	1	6	1077	11	1107	855	キョウ, ゴウ	キョウ, ゴウ		さと	hometown, village, country	home town, village, native place, district
貴	1	6	970	12	1108	1171	キ	キ	たっと(い), たっと(ぶ), とうと(い), とうと(ぶ)	たっと･い, とうと･い, たっと･ぶ, とうと･ぶ	value, precious, esteem	precious, value, prize, esteem, honor
揮	1	6	946	12	1109	1652	キ	キ		ふる･う	shake, brandish	brandish, wave, wag, swing, shake
